"year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
2006,"CNOOC","State-owned Entity","Natural Gas",266.085,"Bcf/yr",19.3950395194312
2007,"CNOOC","State-owned Entity","Oil & NGL",214.045855,"Million bbl/yr",85.3567558917225
2007,"CNOOC","State-owned Entity","Natural Gas",290.029,"Bcf/yr",21.1403270262552
2008,"CNOOC","State-owned Entity","Oil & NGL",231.58082,"Million bbl/yr",92.3493123562001
2008,"CNOOC","State-owned Entity","Natural Gas",309.5565,"Bcf/yr",22.5636941240461
2009,"CNOOC","State-owned Entity","Oil & NGL",260.71804,"Million bbl/yr",103.968591668586
2009,"CNOOC","State-owned Entity","Natural Gas",321.7475,"Bcf/yr",23.4523008729473
2010,"CNOOC","State-owned Entity","Oil & NGL",331.34262,"Million bbl/yr",132.13211314867
2010,"CNOOC","State-owned Entity","Natural Gas",442.234,"Bcf/yr",32.2346088912796
2011,"CNOOC","State-owned Entity","Oil & NGL",316.959795,"Million bbl/yr",126.396560444048
2011,"CNOOC","State-owned Entity","Natural Gas",459.973,"Bcf/yr",33.5276115259084
2012,"CNOOC","State-owned Entity","Oil & NGL",331.837925,"Million bbl/yr",132.329629834881
2012,"CNOOC","State-owned Entity","Natural Gas",426.9405,"Bcf/yr",31.1198597062808
2013,"CNOOC","State-owned Entity","Oil & NGL",333.100095,"Million bbl/yr",132.83295533298
2013,"CNOOC","State-owned Entity","Natural Gas",465.156,"Bcf/yr",33.9054024191538
2014,"CNOOC","State-owned Entity","Oil & NGL",348.811155,"Million bbl/yr",139.098178797458
2014,"CNOOC","State-owned Entity","Natural Gas",485.4865,"Bcf/yr",35.3873005004052
2015,"CNOOC","State-owned Entity","Oil & NGL",410.277155,"Million bbl/yr",163.60946100678
2015,"CNOOC","State-owned Entity","Natural Gas",497.714,"Bcf/yr",36.2785677485547
2016,"CNOOC","State-owned Entity","Oil & NGL",387.085785,"Million bbl/yr",154.361255252529
2016,"CNOOC","State-owned Entity","Natural Gas",409.238,"Bcf/yr",29.8295175709002
2017,"CNOOC","State-owned Entity","Oil & NGL",388.71989,"Million bbl/yr",155.012900207702
2017,"CNOOC","State-owned Entity","Natural Gas",474.719,"Bcf/yr",34.6024532221841
2018,"CNOOC","State-owned Entity","Oil & NGL",383.52302,"Million bbl/yr",152.940503318769
2018,"CNOOC","State-owned Entity","Natural Gas",533.8125,"Bcf/yr",38.9098015050317
2019,"CNOOC","State-owned Entity","Oil & NGL",410.54835,"Million bbl/yr",163.717607578523
2019,"CNOOC","State-owned Entity","Natural Gas",561.3335,"Bcf/yr",40.91581793818
2020,"CNOOC","State-owned Entity","Oil & NGL",417.94544,"Million bbl/yr",166.667403571718
2020,"CNOOC","State-owned Entity","Natural Gas",630.501,"Bcf/yr",45.9574640135328
2021,"CNOOC","State-owned Entity","Oil & NGL",452.38319,"Million bbl/yr",180.400417089827
2021,"CNOOC","State-owned Entity","Natural Gas",700.654,"Bcf/yr",51.0709435685873
2022,"CNOOC","State-owned Entity","Oil & NGL",489.92636,"Million bbl/yr",195.37180346445
2022,"CNOOC","State-owned Entity","Natural Gas",778.691,"Bcf/yr",56.7590909612545
1988,"CNPC","State-owned Entity","Oil & NGL",166.8315,"Million bbl/yr",66.5287147025103
1988,"CNPC","State-owned Entity","Natural Gas",85.4205,"Bcf/yr",6.22633358990387
1989,"CNPC","State-owned Entity","Oil & NGL",1000.989,"Million bbl/yr",399.172288215062
1989,"CNPC","State-owned Entity","Natural Gas",512.523,"Bcf/yr",37.3580015394232
1990,"CNPC","State-owned Entity","Oil & NGL",1011.1,"Million bbl/yr",403.204331530366
1990,"CNPC","State-owned Entity","Natural Gas",517.7,"Bcf/yr",37.7353550903265
1991,"CNPC","State-owned Entity","Oil & NGL",1022,"Million bbl/yr",407.551010606304
1991,"CNPC","State-owned Entity","Natural Gas",540.3,"Bcf/yr",39.3826779125042
1992,"CNPC","State-owned Entity","Oil & NGL",1034.8,"Million bbl/yr",412.655367686304
1992,"CNPC","State-owned Entity","Natural Gas",547.4,"Bcf/yr",39.9001996840733
1993,"CNPC","State-owned Entity","Oil & NGL",1061.4,"Million bbl/yr",423.262859743181
1993,"CNPC","State-owned Entity","Natural Gas",584.8,"Bcf/yr",42.6263002836062
1994,"CNPC","State-owned Entity","Oil & NGL",1080.8,"Million bbl/yr",430.999150942557
1994,"CNPC","State-owned Entity","Natural Gas",599.3,"Bcf/yr",43.683210943853
1995,"CNPC","State-owned Entity","Oil & NGL",1097.6,"Million bbl/yr",437.698619610058
1995,"CNPC","State-owned Entity","Natural Gas",607.7,"Bcf/yr",44.2954902228925
1996,"CNPC","State-owned Entity","Oil & NGL",1150.1,"Million bbl/yr",458.634459195998
1996,"CNPC","State-owned Entity","Natural Gas",795.2,"Bcf/yr",57.9624384157381
1997,"CNPC","State-owned Entity","Oil & NGL",1171.7,"Million bbl/yr",467.248061768499
1997,"CNPC","State-owned Entity","Natural Gas",740.4,"Bcf/yr",53.9680450239091
1998,"CNPC","State-owned Entity","Oil & NGL",1168,"Million bbl/yr",465.772583550061
1998,"CNPC","State-owned Entity","Natural Gas",766.6,"Bcf/yr",55.8777732513894
1999,"CNPC","State-owned Entity","Oil & NGL",1061.524976,"Million bbl/yr",423.312697409621
1999,"CNPC","State-owned Entity","Natural Gas",860,"Bcf/yr",62.6857357111856
2000,"CNPC","State-owned Entity","Oil & NGL",955.0499513,"Million bbl/yr",380.852810990035
2000,"CNPC","State-owned Entity","Natural Gas",646.8,"Bcf/yr",47.1455044860405
2001,"CNPC","State-owned Entity","Oil & NGL",848.574927,"Million bbl/yr",338.392924729961
2001,"CNPC","State-owned Entity","Natural Gas",747.25835372,"Bcf/yr",54.4679531037995
2002,"CNPC","State-owned Entity","Oil & NGL",868.732119,"Million bbl/yr",346.431167362628
2002,"CNPC","State-owned Entity","Natural Gas",822.8317411,"Bcf/yr",59.9765268108946
2003,"CNPC","State-owned Entity","Oil & NGL",904.620492,"Million bbl/yr",360.742657269835
2003,"CNPC","State-owned Entity","Natural Gas",941.84216889,"Bcf/yr",68.6512433496377
2004,"CNPC","State-owned Entity","Oil & NGL",893.84733,"Million bbl/yr",356.446558384781
2004,"CNPC","State-owned Entity","Natural Gas",1103.58334375,"Bcf/yr",80.4406207227663
2005,"CNPC","State-owned Entity","Oil & NGL",930.86622,"Million bbl/yr",371.20887348363
2005,"CNPC","State-owned Entity","Natural Gas",1397.75451986,"Bcf/yr",101.882872582627
2006,"CNPC","State-owned Entity","Oil & NGL",995.37219,"Million bbl/yr",396.932428536115
2006,"CNPC","State-owned Entity","Natural Gas",1695.45716267,"Bcf/yr",123.5825344288
2007,"CNPC","State-owned Entity","Oil & NGL",1017.02196,"Million bbl/yr",405.565878284544
2007,"CNPC","State-owned Entity","Natural Gas",2039.77516592,"Bcf/yr",148.680008094303
2008,"CNPC","State-owned Entity","Oil & NGL",1025.22375,"Million bbl/yr",408.836570851355
2008,"CNPC","State-owned Entity","Natural Gas",2345.24703547,"Bcf/yr",170.945971910365
2009,"CNPC","State-owned Entity","Oil & NGL",1015.61805,"Million bbl/yr",405.006030007342
2009,"CNPC","State-owned Entity","Natural Gas",2607.28186461,"Bcf/yr",190.045792894779
2010,"CNPC","State-owned Entity","Oil & NGL",1045.10016,"Million bbl/yr",416.762843828581
2010,"CNPC","State-owned Entity","Natural Gas",2927.93904097,"Bcf/yr",213.418619651986
2011,"CNPC","State-owned Entity","Oil & NGL",886.1,"Million bbl/yr",353.357094420984
2011,"CNPC","State-owned Entity","Natural Gas",2396.4,"Bcf/yr",174.674531463122
2012,"CNPC","State-owned Entity","Oil & NGL",916.5,"Million bbl/yr",365.479942485986
2012,"CNPC","State-owned Entity","Natural Gas",2558.8,"Bcf/yr",186.511930857886
2013,"CNPC","State-owned Entity","Oil & NGL",932.9,"Million bbl/yr",372.019899994737
2013,"CNPC","State-owned Entity","Natural Gas",2801.9,"Bcf/yr",204.23158475485
2014,"CNPC","State-owned Entity","Oil & NGL",1204.25922,"Million bbl/yr",480.231959043991
2014,"CNPC","State-owned Entity","Natural Gas",4023.04686464,"Bcf/yr",293.241456407601
2015,"CNPC","State-owned Entity","Oil & NGL",1230.78573,"Million bbl/yr",490.810144913226
2015,"CNPC","State-owned Entity","Natural Gas",4120.16219889,"Bcf/yr",300.320231031205
2016,"CNPC","State-owned Entity","Oil & NGL",1213.05213,"Million bbl/yr",483.738377201203
2016,"CNPC","State-owned Entity","Natural Gas",4283.6691071,"Bcf/yr",312.23831339749
2017,"CNPC","State-owned Entity","Oil & NGL",849.21777,"Million bbl/yr",338.649276309522
2017,"CNPC","State-owned Entity","Natural Gas",7026.170831653,"Bcf/yr",512.140334668188
2018,"CNPC","State-owned Entity","Oil & NGL",890.3,"Million bbl/yr",355.031961587859
2018,"CNPC","State-owned Entity","Natural Gas",3607.6235,"Bcf/yr",262.961085193561
2019,"CNPC","State-owned Entity","Oil & NGL",909.3,"Million bbl/yr",362.608741628485
2019,"CNPC","State-owned Entity","Natural Gas",3908,"Bcf/yr",284.855645534085
2020,"CNPC","State-owned Entity","Oil & NGL",921.8,"Million bbl/yr",367.593465339423
2020,"CNPC","State-owned Entity","Natural Gas",4221,"Bcf/yr",307.670337717343
2021,"CNPC","State-owned Entity","Oil & NGL",887.9,"Million bbl/yr",354.074894635359
2021,"CNPC","State-owned Entity","Natural Gas",4420,"Bcf/yr",322.175525399349
2022,"CNPC","State-owned Entity","Oil & NGL",906.2,"Million bbl/yr",361.372530148173
2022,"CNPC","State-owned Entity","Natural Gas",4675,"Bcf/yr",340.76257494162
2017,"CNX Resources","Investor-owned Company","Oil & NGL",7.045,"Million bbl/yr",2.80939028348475
2017,"CNX Resources","Investor-owned Company","Natural Gas",364.893,"Bcf/yr",26.5971932103043
2018,"CNX Resources","Investor-owned Company","Oil & NGL",6.48,"Million bbl/yr",2.58408077175034
2018,"CNX Resources","Investor-owned Company","Natural Gas",468.226,"Bcf/yr",34.1291759175647
2019,"CNX Resources","Investor-owned Company","Oil & NGL",5.631,"Million bbl/yr",2.24551833730342
2019,"CNX Resources","Investor-owned Company","Natural Gas",505.355,"Bcf/yr",36.8355232213096
2020,"CNX Resources","Investor-owned Company","Oil & NGL",4.941,"Million bbl/yr",1.97036158845964
2020,"CNX Resources","Investor-owned Company","Natural Gas",481.426,"Bcf/yr",35.091329070341
2021,"CNX Resources","Investor-owned Company","Oil & NGL",6.376,"Million bbl/yr",2.54260787047534
2021,"CNX Resources","Investor-owned Company","Natural Gas",551.988,"Bcf/yr",40.2346207950534
2022,"CNX Resources","Investor-owned Company","Oil & NGL",6.579,"Million bbl/yr",2.62355978354097
2022,"CNX Resources","Investor-owned Company","Natural Gas",540.696,"Bcf/yr",39.4115425070875
1973,"Coal India","State-owned Entity","Lignite Coal",5.33326888437851,"Million tonnes/yr",7.14236764609416
1973,"Coal India","State-owned Entity","Sub-Bituminous Coal",64.211569341427,"Million tonnes/yr",129.648966027281
1973,"Coal India","State-owned Entity","Bituminous Coal",2.08916055201835,"Million tonnes/yr",5.67027218632837
1973,"Coal India","State-owned Entity","Metallurgical Coal",0.898786223542347,"Million tonnes/yr",2.66635455829686
1974,"Coal India","State-owned Entity","Lignite Coal",5.64466212857066,"Million tonnes/yr",7.55938862904982
1974,"Coal India","State-owned Entity","Sub-Bituminous Coal",67.960686324897,"Million tonnes/yr",137.218772300628
1974,"Coal India","State-owned Entity","Bituminous Coal",2.21114024087673,"Million tonnes/yr",6.00134202026836
1974,"Coal India","State-owned Entity","Metallurgical Coal",0.951263599948319,"Million tonnes/yr",2.82203483923847
1975,"Coal India","State-owned Entity","Lignite Coal",6.539036421,"Million tonnes/yr",8.7571437297642
1975,"Coal India","State-owned Entity","Sub-Bituminous Coal",78.72878712,"Million tonnes/yr",158.960541711984
1975,"Coal India","State-owned Entity","Bituminous Coal",2.561486629,"Million tonnes/yr",6.95223082497834
1975,"Coal India","State-owned Entity","Metallurgical Coal",1.101987539,"Million tonnes/yr",3.26917505056812
1976,"Coal India","State-owned Entity","Lignite Coal",6.731154665,"Million tonnes/yr",9.01443042576957
1976,"Coal India","State-owned Entity","Sub-Bituminous Coal",81.04185518,"Million tonnes/yr",163.630835327379
1976,"Coal India","State-owned Entity","Bituminous Coal",2.636743637,"Million tonnes/yr",7.15648880738971
1976,"Coal India","State-owned Entity","Metallurgical Coal",1.134364161,"Million tonnes/yr",3.36522409025157
1977,"Coal India","State-owned Entity","Lignite Coal",6.495618196,"Million tonnes/yr",8.69899760358647
1977,"Coal India","State-owned Entity","Sub-Bituminous Coal",78.20603973,"Million tonnes/yr",157.905067452407
1977,"Coal India","State-owned Entity","Bituminous Coal",2.544478741,"Million tonnes/yr",6.9060690524035
1977,"Coal India","State-owned Entity","Metallurgical Coal",1.094670507,"Million tonnes/yr",3.2474682184924
1978,"Coal India","State-owned Entity","Lignite Coal",6.545363108,"Million tonnes/yr",8.76561649300104
1978,"Coal India","State-owned Entity","Sub-Bituminous Coal",78.80495926,"Million tonnes/yr",159.114340151929
1978,"Coal India","State-owned Entity","Bituminous Coal",2.563964934,"Million tonnes/yr",6.95895728929778
1978,"Coal India","State-owned Entity","Metallurgical Coal",1.103053741,"Million tonnes/yr",3.27233806362762
1979,"Coal India","State-owned Entity","Lignite Coal",6.713524611,"Million tonnes/yr",8.99082007909132
1979,"Coal India","State-owned Entity","Sub-Bituminous Coal",80.8295926,"Million tonnes/yr",163.202257980562
1979,"Coal India","State-owned Entity","Bituminous Coal",2.629837551,"Million tonnes/yr",7.13774472985849
1979,"Coal India","State-owned Entity","Metallurgical Coal",1.131393066,"Million tonnes/yr",3.35640998909061
1980,"Coal India","State-owned Entity","Lignite Coal",7.026112,"Million tonnes/yr",9.40944027285469
1980,"Coal India","State-owned Entity","Sub-Bituminous Coal",84.59308686,"Million tonnes/yr",170.801093275556
1980,"Coal India","State-owned Entity","Bituminous Coal",2.752285014,"Million tonnes/yr",7.47008416785171
1980,"Coal India","State-owned Entity","Metallurgical Coal",1.184071685,"Million tonnes/yr",3.51268727974805
1981,"Coal India","State-owned Entity","Lignite Coal",7.897567752,"Million tonnes/yr",10.5765026323616
1981,"Coal India","State-owned Entity","Sub-Bituminous Coal",95.08525267,"Million tonnes/yr",191.98572499543
1981,"Coal India","State-owned Entity","Bituminous Coal",3.093653697,"Million tonnes/yr",8.39660623272049
1981,"Coal India","State-owned Entity","Metallurgical Coal",1.330933289,"Million tonnes/yr",3.94836942196074
1982,"Coal India","State-owned Entity","Lignite Coal",8.244169472,"Million tonnes/yr",11.0406751623196
1982,"Coal India","State-owned Entity","Sub-Bituminous Coal",99.25827316,"Million tonnes/yr",200.41143078783
1982,"Coal India","State-owned Entity","Bituminous Coal",3.229425333,"Million tonnes/yr",8.76510932864547
1982,"Coal India","State-owned Entity","Metallurgical Coal",1.389344155,"Million tonnes/yr",4.12165209445136
1983,"Coal India","State-owned Entity","Lignite Coal",8.650479891,"Million tonnes/yr",11.5848101860453
1983,"Coal India","State-owned Entity","Sub-Bituminous Coal",104.1501753,"Million tonnes/yr",210.288623649841
1983,"Coal India","State-owned Entity","Bituminous Coal",3.3885862,"Million tonnes/yr",9.19709404922145
1983,"Coal India","State-owned Entity","Metallurgical Coal",1.457817396,"Million tonnes/yr",4.32478598044055
1984,"Coal India","State-owned Entity","Lignite Coal",9.383711043,"Million tonnes/yr",12.5667607628281
1984,"Coal India","State-owned Entity","Sub-Bituminous Coal",112.9781426,"Million tonnes/yr",228.113088061883
1984,"Coal India","State-owned Entity","Bituminous Coal",3.675809221,"Million tonnes/yr",9.97665725975407
1984,"Coal India","State-owned Entity","Metallurgical Coal",1.581384775,"Million tonnes/yr",4.69136307699963
1985,"Coal India","State-owned Entity","Lignite Coal",9.718626103,"Million tonnes/yr",13.0152823994814
1985,"Coal India","State-owned Entity","Sub-Bituminous Coal",117.0104579,"Million tonnes/yr",236.254697349786
1985,"Coal India","State-owned Entity","Bituminous Coal",3.807002931,"Million tonnes/yr",10.3327352280632
1985,"Coal India","State-owned Entity","Metallurgical Coal",1.637826153,"Million tonnes/yr",4.85880303275877
1986,"Coal India","State-owned Entity","Lignite Coal",10.48470202,"Million tonnes/yr",14.0412190178393
1986,"Coal India","State-owned Entity","Sub-Bituminous Coal",126.2338699,"Million tonnes/yr",254.877600376579
1986,"Coal India","State-owned Entity","Bituminous Coal",4.107091978,"Million tonnes/yr",11.1472186218751
1986,"Coal India","State-owned Entity","Metallurgical Coal",1.766928677,"Million tonnes/yr",5.24180078499213
1987,"Coal India","State-owned Entity","Lignite Coal",11.51955572,"Million tonnes/yr",15.4271055623881
1987,"Coal India","State-owned Entity","Sub-Bituminous Coal",138.6933168,"Million tonnes/yr",280.034350545192
1987,"Coal India","State-owned Entity","Bituminous Coal",4.51246729,"Million tonnes/yr",12.2474635764513
1987,"Coal India","State-owned Entity","Metallurgical Coal",1.941326832,"Million tonnes/yr",5.75917332961136
1988,"Coal India","State-owned Entity","Lignite Coal",12.20097905,"Million tonnes/yr",16.339674579814
